type, source, target, ability, aid, hitType, amount, notes, timestamp
applydebuff, 57, 3, Aftershock, 157853, , , , 1168057
heal, 3, 3, Expel Harm, 115072, 2, 89571, , 1168419
energize, 3, 3, Expel Harm, 115072, , 1, , 1168419
cast, 3, , Expel Harm, 115072, , , , 1168422
energize, 3, 3, Chi Sphere, 121283, , 1, , 1168422
removebuff, 3, 3, Power Strikes, 129914, , , , 1168423
damage, 3, 57, Expel Harm, 115129, 1, 29558, 0, 1168425
heal, 11, 3, Eternal Flame, 156322, 2, 3908, , 1168795
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1168825
absorbed, 11, 3, Illuminated Healing, 86273, , 906, , 1168856
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1168856
damage, 3, 3, Stagger, 124255, 1, 17528, 906, 1168858
applybuff, 3, 3, Power Strikes, 129914, , , , 1168903
cast, 1, 3, Healing Wave, 77472, , , , 1168926
heal, 1, 3, Healing Wave, 77472, 1, 40540, , 1168927
heal, 1, 3, Healing Wave, 77472, 1, 12163, ms, 1168927
removedebuff, 3, 3, Moderate Stagger, 124274, , , , 1169012
cast, 3, , Purifying Brew, 119582, , , , 1169015
heal, 3, 3, Leech, 143924, 1, 2043, , 1169259
heal, 3, 3, Zen Sphere, 124081, 1, 1615, , 1169397
damage, 3, 57, Zen Sphere, 124098, 1, 675, 0, 1169397
heal, 1, 3, Riptide, 61295, 1, 2535, , 1169415
cast, 56, 3, Melee, 1, , , , 1169509
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 90347, , 1169509
damage, 56, 3, Melee, 1, 1, 74389, 90347, 1169509
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1169679
cast, 3, 56, Tiger Palm, 100787, , , , 1169679
damage, 3, 56, Tiger Palm, 100787, 1, 6142, 0, 1169680
applydebuff, 3, 3, Light Stagger, 124275, , , , 1169829
damage, 3, 3, Stagger, 124255, 1, 9035, 0, 1169833
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 11090, , 1170074
damage, 57, 3, Aftershock, 157853, 1, 9132, 11090, 1170076
heal, 11, 3, Eternal Flame, 156322, 2, 3909, , 1170234
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1170235
cast, 3, 56, Melee, 1, , , , 1170310
heal, 11, 3, Beacon of Light, 53652, 1, 21347, , 1170310
heal, 11, 3, Beacon of Light, 53652, 1, 6447, , 1170310
damage, 3, 56, Melee, 1, 1, 5646, 0, 1170311
damage, 3, 56, Melee, 1, 2, 3456, ms, 1170311
cast, 3, , Gift of the Ox, 124506, , , , 1170332
heal, 3, 3, Leech, 143924, 1, 300, , 1170502
heal, 1, 3, Healing Rain, 73921, 1, 2994, , 1170524
energize, 3, 3, Keg Smash, 127796, , 2, , 1170689
cast, 3, , Keg Smash, 121253, , , , 1170692
cast, 1, 3, Healing Wave, 77472, , , , 1170705
cast, 1, 3, Riptide, 61295, , , , 1170706
heal, 1, 3, Healing Wave, 77472, 1, 37500, , 1170706
heal, 1, 3, Riptide, 61295, 1, 3137, , 1170706
heal, 1, 3, Riptide, 61295, 1, 941, ms, 1170706
refreshbuff, 1, 3, Riptide, 61295, , , , 1170724
absorbed, 11, 3, Illuminated Healing, 86273, , 906, , 1170837
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1170837
damage, 3, 3, Stagger, 124255, 1, 8334, 906, 1170839
damage, 3, 56, Keg Smash, 121253, 1, 20343, 0, 1170988
damage, 3, 57, Keg Smash, 121253, 2, 39691, 0, 1170988
cast, 56, 3, Melee, 1, , , , 1170988
damage, 56, 3, Melee, 1, 8, 0, 0, 1170988
damage, 3, 56, Keg Smash, 121253, 2, 12205, ms, 1171314
heal, 3, 3, Zen Sphere, 124081, 1, 2016, , 1171393
damage, 3, 57, Zen Sphere, 124098, 1, 675, 0, 1171393
cast, 3, 56, Melee, 1, , , , 1171520
damage, 3, 56, Melee, 1, 1, 5618, 0, 1171520
heal, 11, 3, Eternal Flame, 156322, 1, 1954, , 1171579
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1171608
heal, 3, 3, Leech, 143924, 1, 1382, , 1171696
absorbed, 11, 3, Illuminated Healing, 86273, , 453, , 1171852
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1171853
damage, 3, 3, Stagger, 124255, 1, 8787, 453, 1171855
heal, 1, 3, Riptide, 61295, 1, 2624, , 1171856
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 11090, , 1172076
damage, 57, 3, Aftershock, 157853, 1, 9132, 11090, 1172076
removedebuff, 57, 3, Aftershock, 157853, , , , 1172077
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1172140
cast, 3, 56, Tiger Palm, 100787, , , , 1172140
damage, 3, 56, Tiger Palm, 100787, 1, 6249, 0, 1172142
heal, 1, 3, Healing Rain, 73921, 1, 2894, , 1172164
cast, 56, 3, Melee, 1, , , , 1172520
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 85903, , 1172527
damage, 56, 3, Melee, 1, 1, 70730, 85903, 1172530
heal, 1, 3, Healing Rain, 73921, 1, 1157, , 1172729
removedebuff, 3, 3, Light Stagger, 124275, , , , 1172829
applydebuff, 3, 3, Moderate Stagger, 124274, , , , 1172862
damage, 3, 3, Stagger, 124255, 1, 17092, 0, 1172864
heal, 3, 3, Leech, 143924, 1, 107, , 1172935
heal, 11, 3, Eternal Flame, 156322, 1, 1954, , 1173001
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1173002
cast, 3, 56, Blackout Kick, 100784, , , , 1173152
damage, 3, 56, Blackout Kick, 100784, 1, 10930, 0, 1173152
heal, 11, 3, Beacon of Light, 53652, 1, 51525, , 1173252
heal, 11, 3, Beacon of Light, 53652, 1, 7729, , 1173252
applydebuff, 57, 3, Aftershock, 157853, , , , 1173347
heal, 3, 3, Zen Sphere, 124081, 1, 2027, , 1173412
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1173412
cast, 3, 56, Melee, 1, , , , 1173510
damage, 3, 56, Melee, 1, 2, 11598, 0, 1173510
applybuffstack, 3, 3, Elusive Brew, 128939, , 6, , 1173510
applybuffstack, 3, 3, Elusive Brew, 128939, , 7, , 1173511
applybuffstack, 3, 3, Elusive Brew, 128939, , 8, , 1173512
absorbed, 11, 3, Illuminated Healing, 86273, , 453, , 1173860
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1173860
damage, 3, 3, Stagger, 124255, 1, 16639, 453, 1173862
heal, 1, 3, Chain Heal, 1064, 1, 15037, , 1173997
heal, 1, 3, Chain Heal, 1064, 1, 4511, ms, 1173997
cast, 56, 3, Melee, 1, , , , 1174029
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 93653, , 1174029
damage, 56, 3, Melee, 1, 1, 77111, 93653, 1174031
cast, 11, 3, Holy Light, 82326, , , , 1174129
heal, 11, 3, Holy Light, 82326, 1, 48793, , 1174131
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1174160
heal, 3, 3, Leech, 143924, 1, 434, , 1174173
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1174198
cast, 3, 56, Tiger Palm, 100787, , , , 1174198
damage, 3, 56, Tiger Palm, 100787, 2, 12290, 0, 1174199
heal, 1, 3, Riptide, 61295, 1, 2807, , 1174321
removedebuff, 3, 3, Moderate Stagger, 124274, , , , 1174372
cast, 3, , Purifying Brew, 119582, , , , 1174376
heal, 11, 3, Eternal Flame, 156322, 2, 3908, , 1174396
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1174407
heal, 11, 3, Beacon of Light, 53652, 1, 1955, , 1174699
heal, 11, 3, Holy Prism, 114852, 1, 44362, , 1174741
heal, 12, 3, Penance, 47750, 2, 25871, , 1174745
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1174765
heal, 11, 3, Beacon of Light, 53652, 1, 1568, , 1174765
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1174765
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1174766
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1174766
applybuff, 12, 3, Divine Aegis, 47753, , , , 1174785
removebuff, 3, 3, Elusive Brew, 128939, , , , 1175167
applybuff, 3, 3, Elusive Brew, 115308, , , , 1175169
cast, 3, , Elusive Brew, 115308, , , , 1175171
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1175199
cast, 3, 56, Tiger Palm, 100787, , , , 1175199
damage, 3, 56, Tiger Palm, 100787, 1, 6148, 0, 1175201
applydebuff, 3, 3, Light Stagger, 124275, , , , 1175371
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 11111, , 1175373
absorbed, 11, 3, Illuminated Healing, 86273, , 9149, , 1175373
damage, 57, 3, Aftershock, 157853, 3, 0, 20260, 1175373
heal, 3, 3, Leech, 143924, 1, 0, , 1175376
cast, 3, 56, Melee, 1, , , , 1175377
damage, 3, 56, Melee, 1, 1, 5621, 0, 1175378
heal, 3, 3, Zen Sphere, 124081, 2, 0, , 1175404
damage, 3, 56, Zen Sphere, 124098, 2, 1351, 0, 1175404
damage, 3, 56, Tiger Palm, 100787, 1, 1845, ms, 1175501
cast, 56, 3, Melee, 1, , , , 1175501
damage, 56, 3, Melee, 1, 7, 0, 0, 1175501
heal, 12, 3, Penance, 47750, 1, 0, , 1175569
damage, 3, 56, Zen Sphere, 124098, 1, 202, ms, 1175749
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1175835
heal, 11, 3, Eternal Flame, 156322, 2, 0, ms, 1175835
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1175839
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1175839
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1176019
removedebuff, 57, 3, Shattered Vertebrae, 157139, , , , 1176055
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1176197
cast, 3, 56, Tiger Palm, 100787, , , , 1176198
damage, 3, 56, Tiger Palm, 100787, 1, 6202, 0, 1176199
heal, 1, 3, Chain Heal, 1064, 1, 0, , 1176330
heal, 1, 3, Chain Heal, 1064, 1, 0, ms, 1176330
absorbed, 11, 3, Illuminated Healing, 86273, , 1111, , 1176362
damage, 3, 3, Stagger, 124255, 3, 0, 1111, 1176362
heal, 3, 3, Leech, 143924, 1, 0, , 1176580
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1176602
heal, 3, 3, Gift of the Ox, 178173, 1, 0, , 1176703
cast, 3, , Gift of the Ox, 178173, , , , 1176703
heal, 1, 3, Riptide, 61295, 1, 0, , 1176736
cast, 56, 3, Melee, 1, , , , 1177025
damage, 56, 3, Melee, 1, 7, 0, 0, 1177025
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1177185
cast, 3, 56, Tiger Palm, 100787, , , , 1177185
heal, 11, 3, Eternal Flame, 156322, 2, 0, , 1177186
heal, 11, 3, Eternal Flame, 156322, 1, 0, ms, 1177186
damage, 3, 56, Tiger Palm, 100787, 2, 12986, 0, 1177186
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1177188
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1177188
cast, 3, 56, Melee, 1, , , , 1177313
damage, 3, 56, Melee, 1, 2, 11535, 0, 1177313
applybuff, 3, 3, Elusive Brew, 128939, , , , 1177347
applybuffstack, 3, 3, Elusive Brew, 128939, , 2, , 1177349
applybuffstack, 3, 3, Elusive Brew, 128939, , 3, , 1177350
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 8547, , 1177352
absorbed, 11, 3, Illuminated Healing, 86273, , 7038, , 1177352
damage, 57, 3, Aftershock, 157853, 3, 0, 15585, 1177352
removedebuff, 57, 3, Aftershock, 157853, , , , 1177352
absorbed, 11, 3, Illuminated Healing, 86273, , 1854, , 1177382
damage, 3, 3, Stagger, 124255, 3, 0, 1854, 1177382
applydebuff, 57, 3, Aftershock, 157853, , , , 1177416
heal, 3, 3, Zen Sphere, 124081, 2, 0, , 1177419
damage, 3, 56, Zen Sphere, 124098, 1, 675, 0, 1177419
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1177445
damage, 3, 56, Zen Sphere, 124098, 1, 202, ms, 1177766
heal, 3, 3, Leech, 143924, 1, 0, , 1177803
heal, 3, 3, Gift of the Ox, 178173, 1, 0, , 1178162
cast, 3, , Gift of the Ox, 178173, , , , 1178162
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1178195
cast, 3, 56, Tiger Palm, 100787, , , , 1178196
damage, 3, 56, Tiger Palm, 100787, 1, 6291, 0, 1178284
absorbed, 11, 3, Illuminated Healing, 86273, , 1855, , 1178344
damage, 3, 3, Stagger, 124255, 3, 0, 1855, 1178344
cast, 56, 3, Melee, 1, , , , 1178536
damage, 56, 3, Melee, 1, 7, 0, 0, 1178536
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1178602
heal, 11, 3, Eternal Flame, 156322, 1, 0, ms, 1178602
heal, 11, 3, Eternal Flame, 156322, 1, 0, ms, 1178602
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1178635
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1178635
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1178635
cast, 1, 3, Riptide, 61295, , , , 1178807
heal, 1, 3, Riptide, 61295, 1, 0, , 1178807
refreshbuff, 1, 3, Riptide, 61295, , , , 1178807
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1178807
heal, 11, 3, Holy Radiance, 82327, 1, 0, , 1179015
heal, 3, 3, Leech, 143924, 1, 0, , 1179015
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1179015
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1179015
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1179057
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1179057
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1179057
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1179057
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1179057
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1179057
heal, 1, 3, Riptide, 61295, 1, 0, , 1179140
energize, 3, 3, Keg Smash, 127796, , 2, , 1179178
cast, 3, , Keg Smash, 121253, , , , 1179181
cast, 3, 56, Melee, 1, , , , 1179236
damage, 3, 56, Melee, 1, 1, 5636, 0, 1179236
absorbed, 11, 3, Illuminated Healing, 86273, , 1855, , 1179324
damage, 3, 3, Stagger, 124255, 3, 0, 1855, 1179324
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1179466
heal, 3, 3, Zen Sphere, 124081, 1, 0, ms, 1179466
damage, 3, 56, Zen Sphere, 124098, 1, 675, 0, 1179470
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 8563, , 1179470
absorbed, 11, 3, Illuminated Healing, 86273, , 3641, , 1179470
absorbed, 12, 3, Divine Aegis, 47753, , 3410, , 1179470
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1179470
damage, 57, 3, Aftershock, 157853, 3, 0, 15614, 1179472
damage, 3, 56, Keg Smash, 121253, 4, 14720, 6309, 1179474
damage, 3, 56, Keg Smash, 121253, 5, 8831, ms, 1179767
cast, 56, 3, Melee, 1, , , , 1180030
damage, 56, 3, Melee, 1, 7, 0, 0, 1180030
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1180134
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1180134
heal, 3, 3, Leech, 143924, 1, 0, , 1180253
absorbed, 11, 3, Illuminated Healing, 86273, , 302, , 1180335
absorbed, 12, 3, Divine Aegis, 47753, , 1853, , 1180335
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1180336
damage, 3, 3, Stagger, 124255, 3, 0, 2155, 1180338
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1180340
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1180408
cast, 3, 56, Tiger Palm, 100787, , , , 1180409
damage, 3, 56, Tiger Palm, 100787, 1, 6272, 0, 1180409
heal, 1, 3, Restorative Mists, 114083, 1, 0, , 1181135
applybuff, 3, 3, Tiger Strikes, 120273, , , , 1181174
cast, 3, 56, Melee, 1, , , , 1181176
damage, 3, 56, Melee, 1, 2, 11265, 0, 1181176
applybuffstack, 3, 3, Elusive Brew, 128939, , 4, , 1181203
applybuffstack, 3, 3, Elusive Brew, 128939, , 5, , 1181204
absorbed, 12, 3, Divine Aegis, 47753, , 2155, , 1181362
damage, 3, 3, Stagger, 124255, 3, 0, 2155, 1181362
heal, 3, 3, Zen Sphere, 124081, 2, 0, , 1181425
damage, 3, 56, Zen Sphere, 124098, 1, 675, 0, 1181426
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 8563, , 1181461
absorbed, 12, 3, Divine Aegis, 47753, , 7051, , 1181461
damage, 57, 3, Aftershock, 157853, 3, 0, 15614, 1181461
removedebuff, 57, 3, Aftershock, 157853, , , , 1181461
cast, 3, 56, Blackout Kick, 100784, , , , 1181466
heal, 3, 3, Leech, 143924, 1, 0, , 1181479
damage, 3, 56, Blackout Kick, 100784, 1, 11382, 0, 1181479
cast, 56, 3, Melee, 1, , , , 1181732
damage, 56, 3, Melee, 1, 7, 0, 0, 1181732
heal, 1, 3, Riptide, 61295, 1, 0, , 1181733
heal, 1, 3, Riptide, 61295, 1, 0, ms, 1181733
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1181734
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1181734
damage, 3, 56, Zen Sphere, 124098, 1, 203, ms, 1181736
damage, 3, 56, Blackout Kick, 100784, 1, 3414, ms, 1181794
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1181898
heal, 1, 3, Restorative Mists, 114083, 1, 0, , 1182159
heal, 1, 3, Chain Heal, 1064, 1, 0, , 1182231
absorbed, 11, 3, Illuminated Healing, 86273, , 302, , 1182412
absorbed, 12, 3, Divine Aegis, 47753, , 2278, , 1182412
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1182412
damage, 3, 3, Stagger, 124255, 3, 0, 2580, 1182414
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1182415
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1182449
cast, 3, 56, Tiger Palm, 100787, , , , 1182450
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1182451
damage, 3, 56, Tiger Palm, 100787, 1, 6283, 0, 1182453
heal, 3, 3, Leech, 143924, 1, 0, , 1182642
damage, 3, 56, Tiger Palm, 100787, 2, 3770, ms, 1182786
cast, 56, 3, Melee, 1, , , , 1183032
damage, 56, 3, Melee, 1, 7, 0, 0, 1183032
cast, 3, 56, Melee, 1, , , , 1183091
damage, 3, 56, Melee, 1, 1, 5915, 0, 1183091
heal, 1, 3, Restorative Mists, 114083, 1, 0, , 1183124
removebuff, 3, 3, Elusive Brew, 115308, , , , 1183155
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1183157
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1183217
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1183242
absorbed, 11, 3, Illuminated Healing, 86273, , 302, , 1183361
absorbed, 12, 3, Divine Aegis, 47753, , 2278, , 1183361
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1183361
damage, 3, 3, Stagger, 124255, 3, 0, 2580, 1183363
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1183391
heal, 3, 3, Zen Sphere, 124081, 2, 0, ms, 1183391
heal, 3, 3, Zen Sphere: Detonate, 124101, 2, 0, , 1183392
removebuff, 3, 3, Zen Sphere, 124081, , , , 1183423
damage, 3, 57, Zen Sphere, 124098, 1, 676, 0, 1183426
damage, 3, 57, Zen Sphere: Detonate, 125033, 2, 17783, 0, 1183426
damage, 3, 56, Zen Sphere: Detonate, 125033, 1, 8891, 0, 1183427
heal, 3, 14, Zen Sphere: Detonate, 124101, 2, 17794, , 1183427
heal, 3, 14, Zen Sphere: Detonate, 124101, 1, 2669, ms, 1183427
heal, 3, 18, Zen Sphere: Detonate, 124101, 1, 0, , 1183427
heal, 3, 18, Zen Sphere: Detonate, 124101, 1, 0, ms, 1183427
heal, 3, 18, Zen Sphere: Detonate, 124101, 1, 0, ms, 1183427
heal, 3, 7, Zen Sphere: Detonate, 124101, 2, 0, , 1183427
heal, 3, 7, Zen Sphere: Detonate, 124101, 1, 0, ms, 1183427
heal, 3, 15, Zen Sphere: Detonate, 124101, 2, 0, , 1183427
heal, 3, 15, Zen Sphere: Detonate, 124101, 1, 0, ms, 1183427
heal, 3, 16, Zen Sphere: Detonate, 124101, 1, 0, , 1183427
heal, 3, 16, Zen Sphere: Detonate, 124101, 1, 0, ms, 1183427
heal, 3, 16, Zen Sphere: Detonate, 124101, 2, 0, ms, 1183427
heal, 3, 2, Zen Sphere: Detonate, 124101, 1, 0, , 1183427
heal, 3, 33, Zen Sphere: Detonate, 124101, 2, 0, , 1183428
heal, 3, 33, Zen Sphere: Detonate, 124101, 1, 0, ms, 1183428
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1183457
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1183520
cast, 3, 56, Tiger Palm, 100787, , , , 1183521
damage, 3, 56, Tiger Palm, 100787, 4, 4552, 1951, 1183522
heal, 3, 3, Leech, 143924, 1, 0, , 1183914
damage, 3, 56, Tiger Palm, 100787, 4, 1366, ms, 1183915
heal, 1, 3, Riptide, 61295, 1, 0, , 1184019
heal, 1, 3, Riptide, 61295, 1, 0, ms, 1184019
heal, 1, 3, Restorative Mists, 114083, 1, 0, , 1184129
absorbed, 12, 3, Divine Aegis, 47753, , 2580, , 1184356
damage, 3, 3, Stagger, 124255, 3, 0, 2580, 1184356
heal, 1, 3, Chain Heal, 1064, 2, 0, , 1184454
heal, 1, 3, Chain Heal, 1064, 1, 0, ms, 1184454
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1184546
cast, 3, 56, Tiger Palm, 100787, , , , 1184547
damage, 3, 56, Tiger Palm, 100787, 2, 12467, 0, 1184547
heal, 11, 3, Eternal Flame, 156322, 2, 0, , 1184757
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1184757
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1184777
removebuff, 11, 3, Eternal Flame, 156322, , , , 1184794
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1184813
damage, 3, 56, Tiger Palm, 100787, 1, 1870, ms, 1184873
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1184972
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1184972
heal, 3, 3, Leech, 143924, 1, 0, , 1185079
heal, 1, 3, Restorative Mists, 114083, 1, 0, , 1185130
cast, 3, 56, Melee, 1, , , , 1185333
damage, 3, 56, Melee, 1, 1, 5866, 0, 1185333
damage, 3, 56, Melee, 1, 1, 1725, ms, 1185333
absorbed, 11, 3, Illuminated Healing, 86273, , 612, , 1185336
absorbed, 12, 3, Divine Aegis, 47753, , 1968, , 1185336
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1185336
damage, 3, 3, Stagger, 124255, 3, 0, 2580, 1185338
cast, 3, , Gift of the Ox, 124503, , , , 1185338
applybuff, 3, 3, Zen Sphere, 124081, , , , 1185518
cast, 3, 3, Zen Sphere, 124081, , , , 1185520
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 23761, , 1185582
absorbed, 12, 3, Divine Aegis, 47753, , 13643, , 1185583
removebuff, 12, 3, Divine Aegis, 47753, , , , 1185583
damage, 56, 3, Skullcracker, 153470, 1, 5921, 37404, 1185585
heal, 1, 3, Healing Rain, 73921, 1, 2781, , 1185644
heal, 1, 3, Restorative Mists, 114083, 1, 1338, , 1186124
cast, 11, 3, Eternal Flame, 114163, , , , 1186276
applybuff, 11, 3, Eternal Flame, 156322, , , , 1186277
heal, 11, 3, Eternal Flame, 114163, 1, 1802, , 1186279
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1186308
heal, 3, 3, Leech, 143924, 1, 0, , 1186320
absorbed, 11, 3, Illuminated Healing, 86273, , 3924, , 1186374
damage, 3, 3, Stagger, 124255, 3, 0, 3924, 1186374
heal, 1, 3, Riptide, 61295, 2, 0, , 1186444
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1186542
heal, 3, 3, Expel Harm, 115072, 1, 0, , 1186542
energize, 3, 3, Expel Harm, 115072, , 1, , 1186542
cast, 3, , Expel Harm, 115072, , , , 1186544
energize, 3, 3, Chi Sphere, 121283, , 1, , 1186573
removebuff, 3, 3, Power Strikes, 129914, , , , 1186574
cast, 56, 3, Melee, 1, , , , 1186871
damage, 56, 3, Melee, 1, 8, 0, 0, 1186871
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1187074
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1187074
heal, 1, 3, Restorative Mists, 114083, 1, 0, , 1187152
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1187270
cast, 3, 56, Melee, 1, , , , 1187270
damage, 3, 56, Melee, 1, 2, 11573, 0, 1187270
damage, 3, 56, Melee, 1, 4, 1241, ms, 1187270
applybuffstack, 3, 3, Elusive Brew, 128939, , 6, , 1187302
applybuffstack, 3, 3, Elusive Brew, 128939, , 7, , 1187303
applybuffstack, 3, 3, Elusive Brew, 128939, , 8, , 1187304
cast, 3, , Gift of the Ox, 124506, , , , 1187305
absorbed, 11, 3, Illuminated Healing, 86273, , 3924, , 1187354
damage, 3, 3, Stagger, 124255, 3, 0, 3924, 1187354
heal, 3, 3, Leech, 143924, 1, 0, , 1187525
heal, 3, 3, Zen Sphere, 124081, 2, 0, , 1187552
heal, 3, 3, Zen Sphere, 124081, 1, 0, ms, 1187552
damage, 3, 56, Zen Sphere, 124098, 1, 675, 0, 1187553
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1187553
cast, 3, 56, Tiger Palm, 100787, , , , 1187553
damage, 3, 56, Tiger Palm, 100787, 1, 6281, 0, 1187554
cast, 3, , Gift of the Ox, 178173, , , , 1187714
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1187840
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1187841
damage, 3, 56, Zen Sphere, 124098, 1, 203, ms, 1187884
damage, 3, 56, Tiger Palm, 100787, 1, 1884, ms, 1187884
heal, 1, 3, Chain Heal, 1064, 2, 0, , 1187952
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1188073
heal, 1, 3, Restorative Mists, 114083, 1, 0, , 1188132
damage, 3, 56, Zen Sphere, 124098, 2, 406, ms, 1188260
absorbed, 11, 3, Illuminated Healing, 86273, , 421, , 1188575
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1188575
damage, 3, 3, Stagger, 124255, 1, 3504, 421, 1188576
energize, 3, 3, Keg Smash, 127796, , 2, , 1188606
cast, 3, , Keg Smash, 121253, , , , 1188608
heal, 3, 3, Leech, 143924, 1, 232, , 1188727
damage, 3, 56, Keg Smash, 121253, 2, 40647, 0, 1188790
damage, 3, 57, Keg Smash, 121253, 2, 40668, 0, 1188790
heal, 1, 3, Healing Rain, 73921, 1, 2771, , 1188888
heal, 1, 3, Healing Rain, 73921, 2, 501, ms, 1188888
heal, 1, 3, Riptide, 61295, 1, 0, , 1188888
damage, 3, 56, Keg Smash, 121253, 2, 12194, ms, 1189186
